no,provinsi,kota,kecamatan,kelurahan,nama_sppg
4202,JAWA BARAT,BOGOR,GUNUNG SINDUR,GUNUNGSINDUR,SPPG Bogor Gunung Sindur Gunungsindur 3
4203,JAWA BARAT,KARAWANG,TELAGASARI,KALIBUAYA,SPPG Karawang Telagasari Kalibuaya
4204,JAWA BARAT,BANDUNG,KATAPANG,BANYUSARI,SPPG Bandung Katapang Banyusari 3
4205,JAWA BARAT,KOTA BANDUNG,SUKASARI,SUKARASA,SPPG Kota Bandung Sukasari Sukarasa
4206,JAWA BARAT,KOTA BOGOR,BOGOR SELATAN,CIKARET,SPPG Kota Bogor Bogor Selatan Cikaret
4207,JAWA BARAT,BANDUNG,PAMEUNGPEUK,RANCATUNGKU,SPPG Bandung Pameungpeuk Rancatungku
4208,JAWA BARAT,KOTA SUKABUMI,CITAMIANG,NANGGELENG,SPPG Kota Sukabumi Citamiang Nanggeleng 2
4209,JAWA BARAT,PURWAKARTA,BABAKANCIKAO,MARACANG,SPPG Purwakarta Babakancikao Maracang 3
4210,JAWA BARAT,BOGOR,BABAKAN MADANG,CIPAMBUAN,SPPG Bogor Babakan Madang Cipambuan 2
4211,JAWA BARAT,KOTA DEPOK,TAPOS,TAPOS,SPPG Kota Depok Tapos Tapos 4
4212,JAWA BARAT,SUKABUMI,GEGERBITUNG,GEGERBITUNG,SPPG Sukabumi Gegerbitung Gegerbitung 2
4213,JAWA BARAT,TASIKMALAYA,PANCATENGAH,MEKARSARI,SPPG Tasikmalaya Pancatengah Mekarsari
4214,JAWA BARAT,SUKABUMI,PARAKANSALAK,SUKAKERSA,SPPG Sukabumi Parakansalak Lebaksari
4215,JAWA BARAT,CIANJUR,CUGENANG,CIBULAKAN,SPPG Cianjur Cugenang Cibulakan
4216,JAWA BARAT,PURWAKARTA,WANAYASA,WANASARI,SPPG Purwakarta Wanayasa Wanasari 2
4217,JAWA BARAT,GARUT,CISOMPET,DEPOK,SPPG Garut Cisompet Depok 2
4218,JAWA BARAT,INDRAMAYU,INDRAMAYU,PAOMAN,SPPG Indramayu Indramayu Paoman
4219,JAWA BARAT,BOGOR,CIJERUK,TANJUNGSARI,SPPG Bogor Cijeruk Tanjungsari
4220,JAWA BARAT,SUKABUMI,SUKALARANG,CIMANGKOK,SPPG Sukabumi Sukalarang Cimangkok
4221,JAWA BARAT,KUNINGAN,CIGUGUR,CIPARI,SPPG Kuningan Cigugur Cipari
4222,JAWA BARAT,BEKASI,CIBARUSAH,SINDANGMULYA,SPPG Bekasi Cibarusah Sindangmulya
4223,JAWA BARAT,BOGOR,CIBINONG,SUKAHATI,SPPG Bogor Cibinong Sukahati 6
4224,JAWA BARAT,BANDUNG,CIKANCUNG,CIKASUNGKA,SPPG Bandung Cikancung Cikasungka 5
4225,JAWA BARAT,TASIKMALAYA,TARAJU,SINGASARI,SPPG Tasikmalaya Taraju Singasari
4226,JAWA BARAT,BOGOR,RUMPIN,RABAK,SPPG Bogor Rumpin Rabak
4227,JAWA BARAT,BOGOR,DRAMAGA,NEGLASARI,SPPG Bogor Dramaga Babakan
4228,JAWA BARAT,BANDUNG,CICALENGKA,TENJOLAYA,SPPG Bandung Cicalengka Tenjolaya 2
4229,JAWA BARAT,INDRAMAYU,KANDANGHAUR,ILIR,SPPG Indramayu Kandanghaur Ilir
4230,JAWA BARAT,BOGOR,CARIU,TEGALPANJANG,SPPG Bogor Cariu Tegalpanjang
4231,JAWA BARAT,KUNINGAN,CIMAHI,SUKAJAYA,SPPG Kuningan Cimahi Sukajaya
4232,JAWA BARAT,CIAMIS,PAMARICAN,PAMARICAN,SPPG Ciamis Pamarican Pamarican
4233,JAWA BARAT,KARAWANG,CILAMAYA WETAN,CIKARANG,SPPG Karawang Cilamaya Wetan Cikarang 2
4234,JAWA BARAT,BANDUNG,RANCAEKEK,BOJONGLOA,SPPG Bandung Rancaekek Bojongloa 4
4235,JAWA BARAT,BANDUNG,MAJALAYA,MAJALAYA,SPPG Bandung Majalaya Majalaya 4
4236,JAWA BARAT,BEKASI,SERANG BARU,NAGASARI,SPPG Bekasi Serang Baru Nagasari
4237,JAWA BARAT,KOTA CIMAHI,CIMAHI TENGAH,SETIAMANAH,SPPG Kota Cimahi Cimahi Tengah Setiamanah
4238,JAWA BARAT,SUKABUMI,CISAAT,CISAAT,SPPG Sukabumi Cisaat Cisaat 4
4239,JAWA BARAT,BANDUNG,PAMEUNGPEUK,RANCAMULYA,SPPG Bandung Pameungpeuk Rancamulya 2
4240,JAWA BARAT,TASIKMALAYA,KARANGNUNGGAL,KARANGNUNGGAL,SPPG Tasikmalaya Karangnunggal Karangnunggal 2
4241,JAWA BARAT,KOTA SUKABUMI,CIKOLE,SELABATU,SPPG Kota Sukabumi Cikole Selabatu
4242,JAWA BARAT,BOGOR,CILEUNGSI,CILEUNGSI,SPPG Bogor Cileungsi Cileungsi
4243,JAWA BARAT,KARAWANG,JATISARI,SITUDAM,SPPG Karawang Jatisari Situdam
4244,JAWA BARAT,KOTA BOGOR,BOGOR UTARA,TANAH BARU,SPPG Kota Bogor Bogor Utara Tanah Baru 4
4245,JAWA BARAT,SUBANG,KALIJATI,KALIJATI TIMUR,SPPG Subang Kalijati Kalijati Timur 2
4246,JAWA BARAT,KARAWANG,PURWASARI,PURWASARI,SPPG Karawang Purwasari Purwasari 3
4247,JAWA BARAT,CIREBON,WERU,MEGU GEDE,SPPG Cirebon Weru Megu Gede 2
4248,JAWA BARAT,KUNINGAN,CIBINGBIN,CITENJO,SPPG Kuningan Cibingbin Citenjo
4249,JAWA BARAT,KARAWANG,BATUJAYA,SEGARAN,SPPG Karawang Batujaya Segaran 3
4250,JAWA BARAT,KARAWANG,RAWAMERTA,SUKARAJA,SPPG Karawang Rawamerta Sukaraja
4251,JAWA BARAT,KARAWANG,KOTA BARU,WANCIMEKAR,SPPG Karawang Kota Baru Wancimekar
4252,JAWA BARAT,INDRAMAYU,GANTAR,BANTARWARU,SPPG Indramayu Gantar Bantarwaru 2
4253,JAWA BARAT,KOTA BEKASI,JATIASIH,JATIMEKAR,SPPG Kota Bekasi Jatiasih Jatimekar 3
4254,JAWA BARAT,SUKABUMI,PALABUHANRATU,CITEPUS,SPPG Sukabumi Palabuhanratu Citepus 1
4255,JAWA BARAT,KOTA DEPOK,CIPAYUNG,RATU JAYA,SPPG Kota Depok Cipayung Ratu Jaya 3
4256,JAWA BARAT,KUNINGAN,CIAWIGEBANG,CIPUTAT,SPPG Kuningan Ciawigebang Ciputat 2
4257,JAWA BARAT,BANDUNG BARAT,CIHAMPELAS,MEKARMUKTI,SPPG Bandung Barat Cihampelas Mekarmukti
4258,JAWA BARAT,KOTA TASIKMALAYA,TAMANSARI,TAMANJAYA,SPPG Kota Tasikmalaya Tamansari Tamanjaya 5
4259,JAWA BARAT,BOGOR,KEMANG,JAMPANG,SPPG Bogor Kemang Jampang 4
4260,JAWA BARAT,INDRAMAYU,JATIBARANG,PAWIDEAN,SPPG Indramayu Jatibarang Pawidean
4261,JAWA BARAT,KOTA BANDUNG,BANDUNG KULON,CARINGIN,SPPG Kota Bandung Bandung Kulon Caringin
4262,JAWA BARAT,GARUT,BUNGBULANG,HEGARMANAH,SPPG Garut Bungbulang Hegarmanah
4263,JAWA BARAT,BEKASI,CIKARANG TIMUR,TANJUNGBARU,SPPG Bekasi Cikarang Timur Tanjungbaru
4264,JAWA BARAT,KOTA BANDUNG,CIBIRU,CIPADUNG,SPPG Kota Bandung Cibiru Cipadung
4265,JAWA BARAT,KOTA SUKABUMI,GUNUNG PUYUH,KARANG TENGAH,SPPG Kota Sukabumi Gunung Puyuh Karang Tengah 2
4266,JAWA BARAT,KOTA BOGOR,TANAH SAREAL,KEDUNG BADAK,SPPG Kota Bogor Tanah Sareal Kedung Badak 2
4267,JAWA BARAT,KOTA CIMAHI,CIMAHI TENGAH,PADASUKA,SPPG Kota Cimahi Cimahi Tengah Padasuka 3
4268,JAWA BARAT,BOGOR,KLAPANUNGGAL,BOJONG,SPPG Bogor Klapanunggal Bojong 4
4269,JAWA BARAT,MAJALENGKA,TALAGA,SUKAPERNA,SPPG Majalengka Talaga Sukaperna
4270,JAWA BARAT,CIANJUR,CIRANJANG,SINDANGSARI,SPPG Cianjur Ciranjang Sindangsari
4271,JAWA BARAT,CIANJUR,CILAKU,SIRNAGALIH,SPPG Cianjur Cilaku Sirnagalih 4
4272,JAWA BARAT,MAJALENGKA,KASOKANDEL,RANJI WETAN,SPPG Majalengka Kasokandel Ranji Wetan
4273,JAWA BARAT,GARUT,LELES,LELES,SPPG Garut Leles Leles 2
4274,JAWA BARAT,BEKASI,PEBAYURAN,KARANGJAYA,SPPG Bekasi Pebayuran Karangjaya 2
4275,JAWA BARAT,KARAWANG,CIKAMPEK,CIKAMPEK BARAT,SPPG Karawang Cikampek Cikampek Barat 5
4276,JAWA BARAT,SUBANG,LEGONKULON,LEGONKULON,SPPG Subang Legonkulon Legonkulon
4277,JAWA BARAT,SUKABUMI,PALABUHANRATU,PALABUHANRATU,SPPG Sukabumi Palabuhanratu Palabuhanratu 5
4278,JAWA BARAT,BEKASI,TAMBUN SELATAN,JATIMULYA,SPPG Bekasi Tambun Selatan Jatimulya
4279,JAWA BARAT,SUKABUMI,SUKARAJA,SUKAMEKAR,SPPG Sukabumi Sukaraja Sukamekar 2
4280,JAWA BARAT,KOTA BANDUNG,CIBEUNYING KIDUL,SUKAMAJU,SPPG Kota Bandung Cibeunying Kidul Sukamaju 2
4281,JAWA BARAT,KOTA BEKASI,BEKASI UTARA,HARAPANJAYA,SPPG Kota Bekasi Bekasi Utara Harapanjaya 4
4282,JAWA BARAT,KOTA BEKASI,JATIASIH,JATISARI,SPPG Kota Bekasi Jatiasih Jatisari 7
4283,JAWA BARAT,KOTA SUKABUMI,CIBEUREUM,LIMUSNUNGGAL,SPPG Kota Sukabumi Cibeureum Limusnunggal 1
4284,JAWA BARAT,BANDUNG,PASEH,MEKARPAWITAN,SPPG Bandung Paseh Mekarpawitan 2
4285,JAWA BARAT,BOGOR,CITEUREUP,SANJA,SPPG Bogor Citeureup Sanja 2
4286,JAWA BARAT,BOGOR,GUNUNG PUTRI,CIKEAS UDIK,SPPG Bogor Gunung Putri Cikeas Udik 5
4287,JAWA BARAT,KOTA DEPOK,TAPOS,TAPOS,SPPG Depok Tapos Kebayunan 2
4288,JAWA BARAT,BOGOR,KEMANG,PABUARAN,SPPG Bogor Kemang Pabuaran
4289,JAWA BARAT,SUMEDANG,PASEH,PASEH KALER,SPPG Sumedang Paseh Paseh Kaler 2
4290,JAWA BARAT,PURWAKARTA,DARANGDAN,PASIRANGIN,SPPG Purwakarta Darangdan Pasirangin 2
4291,JAWA BARAT,KOTA TASIKMALAYA,CIHIDEUNG,CILEMBANG,SPPG Kota Tasikmalaya Cihideung Cilembang 2
4292,JAWA BARAT,MAJALENGKA,SINDANG,SINDANG,SPPG Majalengka Sindang Sindang
4293,JAWA BARAT,CIANJUR,CIRANJANG,NANGGALAMEKAR,SPPG Cianjur Ciranjang Nanggalamekar
4294,JAWA BARAT,KOTA BEKASI,BEKASI UTARA,KALIABANG TENGAH,SPPG Kota Bekasi Bekasi Utara Kaliabang Tengah 5
4295,JAWA BARAT,BOGOR,CIBINONG,TENGAH,SPPG Bogor Cibinong Tengah 4
4296,JAWA BARAT,MAJALENGKA,PANYINGKIRAN,KARYAMUKTI,SPPG Majalengka Panyingkiran Karyamukti 3
4297,JAWA BARAT,BEKASI,KEDUNG WARINGIN,KEDUNGWARINGIN,SPPG Bekasi Kedung Waringin Kedungwaringin
4298,JAWA BARAT,BANDUNG BARAT,LEMBANG,CIBOGO,SPPG Bandung Barat Lembang Cibogo 2
4299,JAWA BARAT,SUKABUMI,CISOLOK,CICADAS,SPPG Sukabumi Cisolok Cicadas
4300,JAWA BARAT,KOTA BANDUNG,LENGKONG,TURANGGA,SPPG Kota Bandung Lengkong Turangga 3
4301,JAWA BARAT,BOGOR,CIGOMBONG,SROGOL,SPPG Bogor Cigombong Srogol 2
4302,JAWA BARAT,SUKABUMI,CISAAT,SUKASARI,SPPG Sukabumi Cisaat Sukasari 3
4303,JAWA BARAT,KOTA CIREBON,KESAMBI,KARYAMULYA,SPPG Kota Cirebon Kesambi Karyamulya 4
4304,JAWA BARAT,BANDUNG,SOLOKANJERUK,SOLOKANJERUK,SPPG Bandung Solokanjeruk Solokanjeruk 3
4305,JAWA BARAT,CIANJUR,MANDE,BOBOJONG,SPPG Cianjur Mande Bobojong
4306,JAWA BARAT,BOGOR,LEUWILIANG,CIBEBER II,SPPG Bogor Leuwiliang Cibeber II
4307,JAWA BARAT,BANDUNG,ARJASARI,PINGGIRSARI,SPPG Bandung Arjasari Pinggirsari 2
4308,JAWA BARAT,BOGOR,GUNUNG PUTRI,BOJONG NANGKA,SPPG Bogor Gunung Putri Bojong Nangka 5
4309,JAWA BARAT,GARUT,CIBATU,WANAKERTA,SPPG Garut Cibatu Wanakerta 3
4310,JAWA BARAT,BOGOR,CIBINONG,SUKAHATI,SPPG Bogor Cibinong Sukahati
4311,JAWA BARAT,BOGOR,JASINGA,TEGALWANGI,SPPG Bogor Jasinga Tegalwangi 2
4312,JAWA BARAT,KOTA BEKASI,JATIASIH,JATILUHUR,SPPG Kota Bekasi Jatiasih Jatiluhur 4
4313,JAWA BARAT,INDRAMAYU,PATROL,PATROL,SPPG Indramayu Patrol Patrol 3
4314,JAWA BARAT,GARUT,BANYURESMI,SUKASENANG,SPPG Garut Banyuresmi Sukasenang 3
4315,JAWA BARAT,KOTA BANDUNG,SUKASARI,SARIJADI,SPPG Kota Bandung Sukasari Sarijadi 2
4316,JAWA BARAT,MAJALENGKA,MALAUSMA,CIRANCA,SPPG Majalengka Malausma Ciranca
4317,JAWA BARAT,BEKASI,SETU,CIBENING,SPPG Bekasi Setu Cibening 2
4318,JAWA BARAT,KARAWANG,PANGKALAN,JATILAKSANA,SPPG Karawang Pangkalan Jatilaksana
4319,JAWA BARAT,TASIKMALAYA,SUKARAME,SUKAMENAK,SPPG Tasikmalaya Sukarame Sukamenak
4320,JAWA BARAT,BANDUNG,KATAPANG,SANGKANHURIP,SPPG Bandung Katapang Sangkanhurip
4321,JAWA BARAT,KOTA BOGOR,BOGOR SELATAN,PAMOYANAN,SPPG Kota Bogor Bogor Selatan Pamoyanan 3
4322,JAWA BARAT,KOTA DEPOK,TAPOS,TAPOS,SPPG Kota Depok Tapos Tapos 3
4323,JAWA BARAT,CIAMIS,CISAGA,BANGUNHARJA,SPPG Ciamis Cisaga Bangunharja
4324,JAWA BARAT,KOTA BANDUNG,BANDUNG KULON,WARUNG MUNCANG,SPPG Kota Bandung Bandung Kulon Warung Muncang 3
4325,JAWA BARAT,KOTA BEKASI,JATISAMPURNA,JATIRANGGON,SPPG Kota Bekasi Jatisampurna Jatiranggon 2
4326,JAWA BARAT,BOGOR,LEUWISADENG,SADENG,SPPG Bogor Leuwisadeng Sadeng 4
4327,JAWA BARAT,BEKASI,TAMBUN SELATAN,SETIAMEKAR,SPPG Bekasi Tambun Selatan Setiamekar 4
4328,JAWA BARAT,MAJALENGKA,SUMBERJAYA,GARAWANGI,SPPG Majalengka Sumberjaya Garawangi 2
4329,JAWA BARAT,KARAWANG,KLARI,DUREN,SPPG Karawang Klari Duren 5
4330,JAWA BARAT,INDRAMAYU,LOSARANG,KRIMUN,SPPG Indramayu Losarang Krimun
4331,JAWA BARAT,KOTA BOGOR,TANAH SAREAL,KENCANA,SPPG Kota Bogor Tanah Sareal Kencana
4332,JAWA BARAT,KOTA BANDUNG,CIDADAP,CIUMBULEUIT,SPPG Kota Bandung Cidadap Ciumbuleuit
4333,JAWA BARAT,CIAMIS,CIJEUNGJING,BOJONGMENGGER,SPPG Ciamis Cijeungjing Bojongmengger 2
4334,JAWA BARAT,GARUT,SUKAWENING,SUKASONO,SPPG Garut Sukawening Sukasono 2
4335,JAWA BARAT,GARUT,SUKAWENING,SUKASONO,SPPG Garut Sukawening Sukasono
4336,JAWA BARAT,KUNINGAN,PANCALANG,SINDANGKEMPENG,SPPG Kuningan Pancalang Sindangkempeng
4337,JAWA BARAT,SUKABUMI,SUKARAJA,SUKARAJA,SPPG Sukabumi Sukaraja Sukaraja
4338,JAWA BARAT,SUKABUMI,SUKALARANG,SUKALARANG,SPPG Sukabumi Sukalarang Sukalarang
4339,JAWA BARAT,KOTA SUKABUMI,CIKOLE,CISARUA,SPPG Kota Sukabumi Cikole Cisarua 3
4340,JAWA BARAT,BANDUNG,MAJALAYA,BIRU,SPPG Bandung Majalaya Biru 3
4341,JAWA BARAT,BEKASI,CABANGBUNGIN,JAYALAKSANA,SPPG Bekasi Cabangbungin Jayalaksana
4342,JAWA BARAT,CIREBON,BABAKAN,BOJONGGEBANG,SPPG Cirebon Babakan Bojonggebang 2
4343,JAWA BARAT,SUBANG,PURWADADI,BELENDUNG,SPPG Subang Purwadadi Belendung
4344,JAWA BARAT,GARUT,GARUT KOTA,MUARA SANDING,SPPG Garut Garut Kota Muara Sanding 3
4345,JAWA BARAT,CIAMIS,LAKBOK,CINTARATU,SPPG Ciamis Lakbok Cintaratu
4346,JAWA BARAT,BANDUNG BARAT,LEMBANG,LEMBANG,SPPG Bandung Barat Lembang Lembang 2
4347,JAWA BARAT,CIAMIS,SADANANYA,WERASARI,SPPG Ciamis Sadananya Werasari
4348,JAWA BARAT,BANDUNG,CIWIDEY,LEBAKMUNCANG,SPPG Bandung Ciwidey Lebakmuncang
4349,JAWA BARAT,SUMEDANG,SUMEDANG UTARA,MARGAMUKTI,SPPG Sumedang Sumedang Utara Margamukti 2
4350,JAWA BARAT,SUKABUMI,CISAAT,GUNUNGJAYA,SPPG Sukabumi Cisaat Gunungjaya 2
4351,JAWA BARAT,GARUT,GARUT KOTA,CIMUNCANG,SPPG Garut Garut Kota Cimuncang
4352,JAWA BARAT,CIREBON,PALIMANAN,KEPUH,SPPG Cirebon Palimanan Kepuh 3
4353,JAWA BARAT,BOGOR,CARINGIN,CINAGARA,SPPG Bogor Caringin Cinagara 2
4354,JAWA BARAT,KOTA BANDUNG,BATUNUNGGAL,SAMOJA,SPPG Kota Bandung Batununggal Samoja
4355,JAWA BARAT,KUNINGAN,MANDIRANCAN,CIREA,SPPG Kuningan Mandirancan Cirea
4356,JAWA BARAT,KOTA BOGOR,BOGOR TENGAH,KEBON KALAPA,SPPG Kota Bogor Bogor Tengah Kebon Kalapa
4357,JAWA BARAT,BANDUNG BARAT,LEMBANG,KAYUAMBON,SPPG Bandung Barat Lembang Kayuambon 2
4358,JAWA BARAT,BOGOR,TAMANSARI,SUKALUYU,SPPG Bogor Tamansari Sukaluyu
4359,JAWA BARAT,BOGOR,TAMANSARI,SUKAMANTRI,SPPG Bogor Tamansari Sukamantri 2
4360,JAWA BARAT,GARUT,SAMARANG,SAMARANG,SPPG Garut Samarang Samarang 2
4361,JAWA BARAT,KOTA BANJAR,PATARUMAN,HEGARSARI,SPPG Kota Banjar Pataruman Hegarsari 4
4362,JAWA BARAT,GARUT,BANJARWANGI,KADONGDONG,SPPG Garut Banjarwangi Kadongdong 2
4363,JAWA BARAT,CIANJUR,CIKALONGKULON,LEMBAHSARI,SPPG Cianjur Cikalongkulon Lembahsari
4364,JAWA BARAT,TASIKMALAYA,KARANGNUNGGAL,KARANGNUNGGAL,SPPG Tasikmalaya Karangnunggal Karangnunggal 3
4365,JAWA BARAT,BANDUNG,BALEENDAH,MANGGAHANG,SPPG Bandung Baleendah Manggahang 5
4366,JAWA BARAT,KUNINGAN,KUNINGAN,KUNINGAN,SPPG Kuningan Kuningan Kuningan 2
4367,JAWA BARAT,KOTA BANDUNG,SUKASARI,GEGERKALONG,SPPG Kota Bandung Sukasari Gegerkalong 1
4368,JAWA BARAT,CIANJUR,KADUPANDAK,KADUPANDAK,SPPG Cianjur Kadupandak Kadupandak
4369,JAWA BARAT,TASIKMALAYA,SALOPA,MANDALAGUNA,SPPG Tasikmalaya Salopa Mandalaguna
4370,JAWA BARAT,BANDUNG BARAT,NGAMPRAH,CILAME,SPPG Bandung Barat Ngamprah Cilame 5
4371,JAWA BARAT,MAJALENGKA,KERTAJATI,SUKAWANA,SPPG Majalengka Kertajati Sukawana
4372,JAWA BARAT,KARAWANG,PURWASARI,SUKASARI,SPPG Karawang Purwasari Sukasari
4373,JAWA BARAT,CIAMIS,SINDANGKASIH,GUNUNGCUPU,SPPG Ciamis Sindangkasih Gunungcupu 2
4374,JAWA BARAT,GARUT,SUKAWENING,PASANGGRAHAN,SPPG Garut Sukawening Pasanggrahan 3
4375,JAWA BARAT,BOGOR,PARUNG PANJANG,CIBUNAR,SPPG Bogor Parung Panjang Cibunar 2
4376,JAWA BARAT,GARUT,BL. LIMBANGAN,LIMBANGAN TIMUR,SPPG Garut Bl. Limbangan Limbangan Timur 3
4377,JAWA BARAT,BANDUNG,RANCAEKEK,RANCAEKEK WETAN,SPPG Bandung Rancaekek Rancaekek Wetan 5
4378,JAWA BARAT,BANDUNG BARAT,CIKALONGWETAN,CIPADA,SPPG Bandung Barat Cikalongwetan Cipada
4379,JAWA BARAT,PURWAKARTA,PLERED,PALINGGIHAN,SPPG Purwakarta Plered Palinggihan
4380,JAWA BARAT,MAJALENGKA,JATITUJUH,RANDEGAN KULON,SPPG Majalengka Jatitujuh Randegan Kulon
4381,JAWA BARAT,BEKASI,TAMBUN SELATAN,SUMBERJAYA,SPPG Bekasi Tambun Selatan Sumberjaya
4382,JAWA BARAT,BOGOR,PARUNG PANJANG,PINGKU,SPPG Bogor Parung Panjang Pingku
4383,JAWA BARAT,TASIKMALAYA,TANJUNGJAYA,CILOLOHAN,SPPG Tasikmalaya Tanjungjaya Cilolohan 2
4384,JAWA BARAT,CIREBON,ASTANAJAPURA,MERTAPADA WETAN,SPPG Cirebon Astanajapura Mertapada Wetan 5
4385,JAWA BARAT,KOTA BANDUNG,KIARACONDONG,SUKAPURA,SPPG Kota Bandung Kiaracondong Sukapura 2
4386,JAWA BARAT,KOTA DEPOK,BOJONGSARI,PONDOK PETIR,SPPG Kota Depok Bojongsari Pondok Petir 3
4387,JAWA BARAT,KARAWANG,CIKAMPEK,CIKAMPEK KOTA,SPPG Karawang Cikampek Cikampek Kota
4388,JAWA BARAT,BEKASI,CIKARANG SELATAN,SUKADAMI,SPPG Bekasi Cikarang Selatan Sukadami 3
4389,JAWA BARAT,SUMEDANG,SUMEDANG UTARA,TALUN,SPPG Sumedang Sumedang Utara Talun
4390,JAWA BARAT,BANDUNG BARAT,LEMBANG,LANGENSARI,SPPG Bandung Barat Lembang Langensari 4
4391,JAWA BARAT,CIREBON,GEGESIK,JAGAPURA LOR,SPPG Cirebon Gegesik Jagapura Lor
4392,JAWA BARAT,BANDUNG,PAMEUNGPEUK,RANCAMULYA,SPPG Bandung Pameungpeuk Rancamulya 4
4393,JAWA BARAT,BANDUNG,CANGKUANG,PANANJUNG,SPPG Bandung Cangkuang Pananjung
4394,JAWA BARAT,BEKASI,KARANG BAHAGIA,KARANGSETIA,SPPG Bekasi Karang Bahagia Karangsetia 2
4395,JAWA BARAT,CIANJUR,SINDANGBARANG,MEKARLAKSANA,SPPG Cianjur Sindangbarang Mekarlaksana
4396,JAWA BARAT,SUKABUMI,SUKARAJA,SELAWANGI,SPPG Sukabumi Sukaraja Selawangi 2
4397,JAWA BARAT,BANDUNG,MARGAASIH,LAGADAR,SPPG Bandung Margaasih Lagadar 2
4398,JAWA BARAT,CIAMIS,PANUMBANGAN,PANUMBANGAN,SPPG Ciamis Panumbangan Panumbangan
4399,JAWA BARAT,KOTA BANDUNG,REGOL,ANCOL,SPPG Kota Bandung Regol Ancol 2
4400,JAWA BARAT,BOGOR,PARUNG PANJANG,GOROWONG,SPPG Bogor Parung Panjang Gorowong
4401,JAWA BARAT,TASIKMALAYA,BOJONGGAMBIR,BOJONGGAMBIR,SPPG Tasikmalaya Bojonggambir Bojonggambir 3
4402,JAWA BARAT,CIANJUR,SUKANAGARA,GUNUNGSARI,SPPG Cianjur Sukanagara Gunungsari 2
4403,JAWA BARAT,INDRAMAYU,KERTASEMAYA,KLIWED,SPPG Indramayu Kertasemaya Kliwed
4404,JAWA BARAT,CIANJUR,CIRANJANG,CIRANJANG,SPPG Cianjur Ciranjang Ciranjang 1
4405,JAWA BARAT,KUNINGAN,PANCALANG,KAHIYANGAN,SPPG Kuningan Pancalang Kahiyangan
4406,JAWA BARAT,CIREBON,DUKUPUNTANG,DUKUPUNTANG,SPPG Cirebon Dukupuntang Dukupuntang
4407,JAWA BARAT,KOTA BANDUNG,SUKAJADI,CIPEDES,SPPG Kota Bandung Sukajadi Cipedes
4408,JAWA BARAT,BOGOR,LEUWISADENG,BABAKAN SADENG,SPPG Bogor Leuwisadeng Babakan Sadeng
4409,JAWA BARAT,KOTA BEKASI,MEDANSATRIA,MEDANSATRIA,SPPG Kota Bekasi Medansatria Medansatria
4410,JAWA BARAT,GARUT,PANGATIKAN,CIHUNI,SPPG Garut Pangatikan Cihuni
4411,JAWA BARAT,KOTA BOGOR,BOGOR UTARA,TEGAL GUNDIL,SPPG Kota Bogor Bogor Utara Tegal Gundil 3
4412,JAWA BARAT,BOGOR,CILEUNGSI,PASIRANGIN,SPPG Bogor Cileungsi Pasirangin 3
4413,JAWA BARAT,CIANJUR,PACET,CIPENDAWA,SPPG Cianjur Pacet Cipendawa 4
4414,JAWA BARAT,BEKASI,BABELAN,MUARABAKTI,SPPG Bekasi Babelan Muarabakti 3
4415,JAWA BARAT,CIANJUR,WARUNGKONDANG,CISARANDI,SPPG Cianjur Warungkondang Cisarandi
4416,JAWA BARAT,KOTA DEPOK,BEJI,KUKUSAN,SPPG Kota Depok Beji Kukusan 3
4417,JAWA BARAT,TASIKMALAYA,CIBALONG,CIBALONG,SPPG Tasikmalaya Cibalong Cibalong
4418,JAWA BARAT,GARUT,CILAWU,SUKAMAJU,SPPG Garut Cilawu Sukamaju 2
4419,JAWA BARAT,GARUT,KARANGPAWITAN,SITUSARI,SPPG Garut Karangpawitan Situsari
4420,JAWA BARAT,GARUT,CIGEDUG,CIGEDUG,SPPG Garut Cigedug Cigedug 2
4421,JAWA BARAT,GARUT,BAYONGBONG,CIKEDOKAN,SPPG Garut Bayongbong Cikedokan 2
4422,JAWA BARAT,BOGOR,CILEUNGSI,CILEUNGSI,SPPG Bogor Cileungsi Cileungsi 3
4423,JAWA BARAT,KOTA TASIKMALAYA,MANGKUBUMI,MANGKUBUMI,SPPG Kota Tasikmalaya Mangkubumi Mangkubumi 3
4424,JAWA BARAT,CIREBON,SUMBER,SUMBER,SPPG Cirebon Sumber Sumber 5
4425,JAWA BARAT,SUKABUMI,CIKAKAK,RIDOGALIH,SPPG Sukabumi Cikakak Ridogalih
4426,JAWA BARAT,BANDUNG,KERTASARI,CIBEUREUM,SPPG Bandung Kertasari Cibeureum 4
4427,JAWA BARAT,KOTA BOGOR,TANAH SAREAL,TANAH SAREAL,SPPG Kota Bogor Tanah Sareal Tanah Sareal 2
4428,JAWA BARAT,KOTA DEPOK,BOJONGSARI,PONDOK PETIR,SPPG Kota Depok Bojongsari Pondok Petir
4429,JAWA BARAT,BANDUNG,MARGAHAYU,SUKAMENAK,SPPG Bandung Margahayu Sukamenak 2
4430,JAWA BARAT,KARAWANG,KARAWANG TIMUR,PALUMBONSARI,SPPG Karawang Karawang Timur Palumbonsari 3
4431,JAWA BARAT,KOTA BOGOR,BOGOR SELATAN,BATU TULIS,SPPG Kota Bogor Bogor Selatan Batu Tulis
4432,JAWA BARAT,BOGOR,CIBUNGBULANG,CIBATOK II,SPPG Bogor Cibungbulang Cibatok II 2
